,initial_pos,no_of_pits,tyre_grid,tyre_1,tyre_2,tyre_grid_distance,tyre_1_distance,tyre_2_distance,sc,Temperature,Humidity,Altitude,Turns,RaceDistance,TrackLength,TeamAbility,DriverAbility,final_pos_gained
893,14.0,2.0,5.0,4.0,5.0,38.0,24.0,16.0,1.0,78.39,0.52,42.0,19.0,78.0,3.337,83.0,43.0,5.0
894,11.0,2.0,5.0,4.0,5.0,37.0,5.0,36.0,0.0,78.39,0.52,42.0,19.0,78.0,3.337,47.0,19.0,1.0
895,9.0,1.0,5.0,4.0,4.0,36.0,35.0,0.0,0.0,78.39,0.52,42.0,19.0,78.0,3.337,53.0,5.0,-5.0
896,16.0,1.0,5.0,4.0,4.0,42.0,36.0,0.0,0.0,78.39,0.52,42.0,19.0,78.0,3.337,57.0,8.0,5.0
897,4.0,2.0,5.0,4.0,5.0,32.0,28.0,18.0,1.0,78.39,0.52,42.0,19.0,78.0,3.337,368.0,168.0,-1.0
898,13.0,1.0,5.0,4.0,4.0,46.0,32.0,0.0,0.0,78.39,0.52,42.0,19.0,78.0,3.337,668.0,363.0,6.0
900,3.0,1.0,5.0,4.0,4.0,33.0,45.0,0.0,0.0,78.39,0.52,42.0,19.0,78.0,3.337,668.0,305.0,-1.0
901,20.0,2.0,4.0,5.0,5.0,1.0,23.0,27.0,1.0,75.48,0.4,1.9,18.0,53.0,5.848,30.0,13.0,6.0
902,1.0,1.0,5.0,4.0,4.0,34.0,18.0,0.0,0.0,75.48,0.4,1.9,18.0,53.0,5.848,522.0,317.0,-1.0
903,2.0,2.0,5.0,4.0,4.0,29.0,23.0,0.0,0.0,75.48,0.4,1.9,18.0,53.0,5.848,522.0,205.0,-1.0
904,18.0,2.0,4.0,5.0,5.0,1.0,20.0,30.0,1.0,75.48,0.4,1.9,18.0,53.0,5.848,5.0,0.0,3.0
905,9.0,1.0,5.0,4.0,4.0,27.0,25.0,0.0,0.0,75.48,0.4,1.9,18.0,53.0,5.848,187.0,100.0,3.0
906,11.0,1.0,5.0,4.0,4.0,26.0,25.0,0.0,0.0,75.48,0.4,1.9,18.0,53.0,5.848,83.0,40.0,0.0
907,6.0,2.0,5.0,4.0,5.0,21.0,20.0,10.0,0.0,75.48,0.4,1.9,18.0,53.0,5.848,83.0,43.0,-3.0
909,12.0,1.0,5.0,4.0,4.0,21.0,30.0,0.0,0.0,75.48,0.4,1.9,18.0,53.0,5.848,53.0,5.0,0.0
911,10.0,1.0,5.0,4.0,4.0,26.0,26.0,0.0,0.0,75.48,0.4,1.9,18.0,53.0,5.848,187.0,87.0,3.0
912,7.0,1.0,5.0,4.0,4.0,29.0,23.0,0.0,0.0,75.48,0.4,1.9,18.0,53.0,5.848,368.0,168.0,2.0
913,4.0,1.0,5.0,4.0,4.0,30.0,22.0,0.0,0.0,75.48,0.4,1.9,18.0,53.0,5.848,668.0,363.0,0.0
914,14.0,1.0,5.0,4.0,4.0,24.0,27.0,0.0,0.0,75.48,0.4,1.9,18.0,53.0,5.848,53.0,54.0,4.0
915,3.0,1.0,5.0,4.0,4.0,27.0,25.0,0.0,0.0,75.48,0.4,1.9,18.0,53.0,5.848,668.0,305.0,2.0
916,17.0,2.0,4.0,5.0,5.0,2.0,18.0,30.0,0.0,75.48,0.4,1.9,18.0,53.0,5.848,5.0,5.0,1.0
917,6.0,2.0,3.0,2.0,3.0,21.0,17.0,28.0,0.0,74.12,0.49,29.6,16.0,66.0,4.655,368.0,200.0,3.0
918,2.0,2.0,3.0,3.0,2.0,14.0,23.0,29.0,1.0,74.12,0.49,29.6,16.0,66.0,4.655,522.0,317.0,0.0
919,14.0,2.0,3.0,3.0,2.0,19.0,15.0,31.0,1.0,74.12,0.49,29.6,16.0,66.0,4.655,47.0,28.0,4.0
920,16.0,2.0,3.0,3.0,2.0,18.0,14.0,32.0,0.0,74.12,0.49,29.6,16.0,66.0,4.655,5.0,0.0,5.0
921,8.0,2.0,3.0,3.0,2.0,18.0,16.0,31.0,1.0,74.12,0.49,29.6,16.0,66.0,4.655,187.0,100.0,4.0
922,18.0,2.0,3.0,3.0,2.0,12.0,21.0,31.0,0.0,74.12,0.49,29.6,16.0,66.0,4.655,83.0,40.0,2.0
923,19.0,2.0,2.0,3.0,3.0,1.0,32.0,32.0,0.0,74.12,0.49,29.6,16.0,66.0,4.655,53.0,5.0,10.0
924,13.0,2.0,3.0,3.0,2.0,15.0,18.0,32.0,0.0,74.12,0.49,29.6,16.0,66.0,4.655,57.0,43.0,7.0
925,10.0,2.0,3.0,3.0,2.0,16.0,18.0,31.0,1.0,74.12,0.49,29.6,16.0,66.0,4.655,187.0,87.0,5.0
927,12.0,2.0,3.0,3.0,2.0,13.0,21.0,31.0,1.0,74.12,0.49,29.6,16.0,66.0,4.655,53.0,54.0,5.0
928,15.0,1.0,3.0,2.0,2.0,33.0,32.0,0.0,0.0,74.12,0.49,29.6,16.0,66.0,4.655,5.0,5.0,7.0
929,20.0,1.0,4.0,5.0,5.0,25.0,30.0,0.0,0.0,75.28,0.56,30.9,20.0,56.0,5.513,30.0,13.0,8.0
930,2.0,2.0,5.0,3.0,4.0,16.0,22.0,18.0,0.0,75.28,0.56,30.9,20.0,56.0,5.513,522.0,317.0,0.0
932,12.0,1.0,5.0,3.0,3.0,16.0,39.0,0.0,0.0,75.28,0.56,30.9,20.0,56.0,5.513,47.0,28.0,-2.0
933,13.0,1.0,4.0,3.0,3.0,21.0,34.0,0.0,0.0,75.28,0.56,30.9,20.0,56.0,5.513,5.0,0.0,-2.0
934,9.0,1.0,5.0,3.0,3.0,12.0,43.0,0.0,0.0,75.28,0.56,30.9,20.0,56.0,5.513,187.0,100.0,1.0
935,15.0,2.0,4.0,3.0,5.0,10.0,26.0,19.0,0.0,75.28,0.56,30.9,20.0,56.0,5.513,83.0,40.0,4.0
937,17.0,2.0,4.0,3.0,5.0,1.0,48.0,6.0,0.0,75.28,0.56,30.9,20.0,56.0,5.513,47.0,19.0,1.0
938,11.0,1.0,5.0,3.0,3.0,17.0,38.0,0.0,0.0,75.28,0.56,30.9,20.0,56.0,5.513,53.0,5.0,1.0
939,6.0,1.0,5.0,3.0,3.0,14.0,42.0,0.0,0.0,75.28,0.56,30.9,20.0,56.0,5.513,187.0,87.0,0.0
940,16.0,2.0,4.0,3.0,4.0,24.0,13.0,19.0,0.0,75.28,0.56,30.9,20.0,56.0,5.513,368.0,168.0,12.0
941,1.0,1.0,5.0,3.0,3.0,19.0,37.0,0.0,0.0,75.28,0.56,30.9,20.0,56.0,5.513,668.0,363.0,0.0
943,3.0,2.0,5.0,3.0,5.0,18.0,34.0,4.0,0.0,75.28,0.56,30.9,20.0,56.0,5.513,668.0,305.0,-2.0
944,3.0,2.0,4.0,3.0,3.0,9.0,15.0,31.0,0.0,80.72,0.5,10.7,21.0,55.0,5.554,468.0,256.0,-2.0
945,5.0,2.0,5.0,3.0,4.0,8.0,29.0,18.0,0.0,80.72,0.5,10.7,21.0,55.0,5.554,398.0,212.0,2.0
946,2.0,2.0,5.0,3.0,3.0,8.0,21.0,26.0,0.0,80.72,0.5,10.7,21.0,55.0,5.554,765.0,385.0,0.0
947,4.0,2.0,5.0,3.0,3.0,7.0,18.0,30.0,0.0,80.72,0.5,10.7,21.0,55.0,5.554,398.0,186.0,-2.0
948,14.0,2.0,3.0,3.0,4.0,20.0,18.0,17.0,0.0,80.72,0.5,10.7,21.0,55.0,5.554,29.0,29.0,3.0
949,22.0,1.0,3.0,4.0,4.0,38.0,16.0,0.0,0.0,80.72,0.5,10.7,21.0,55.0,5.554,2.0,0.0,7.0
950,8.0,2.0,5.0,3.0,3.0,9.0,18.0,28.0,0.0,80.72,0.5,10.7,21.0,55.0,5.554,173.0,101.0,0.0
951,19.0,2.0,4.0,3.0,3.0,7.0,29.0,18.0,0.0,80.72,0.5,10.7,21.0,55.0,5.554,2.0,2.0,3.0
954,13.0,2.0,4.0,3.0,3.0,8.0,20.0,27.0,0.0,80.72,0.5,10.7,21.0,55.0,5.554,29.0,0.0,1.0
956,20.0,2.0,3.0,3.0,4.0,22.0,14.0,18.0,0.0,80.72,0.5,10.7,21.0,55.0,5.554,1.0,0.0,7.0
957,6.0,1.0,4.0,3.0,3.0,21.0,34.0,0.0,0.0,80.72,0.5,10.7,21.0,55.0,5.554,468.0,204.0,2.0
958,1.0,2.0,5.0,3.0,3.0,7.0,21.0,27.0,0.0,80.72,0.5,10.7,21.0,55.0,5.554,765.0,380.0,0.0
959,16.0,2.0,5.0,3.0,3.0,6.0,18.0,30.0,0.0,80.72,0.5,10.7,21.0,55.0,5.554,1.0,1.0,2.0
961,2.0,2.0,4.0,3.0,2.0,12.0,6.0,39.0,1.0,70.44,0.43,2.6,16.0,58.0,5.303,765.0,385.0,1.0
962,19.0,1.0,3.0,2.0,2.0,18.0,39.0,0.0,1.0,70.44,0.43,2.6,16.0,58.0,5.303,29.0,29.0,13.0
963,9.0,1.0,3.0,2.0,2.0,16.0,41.0,0.0,1.0,70.44,0.43,2.6,16.0,58.0,5.303,173.0,101.0,-4.0
964,17.0,2.0,4.0,3.0,2.0,10.0,8.0,38.0,1.0,70.44,0.43,2.6,16.0,58.0,5.303,2.0,2.0,2.0
966,14.0,2.0,4.0,3.0,2.0,1.0,17.0,39.0,1.0,70.44,0.43,2.6,16.0,58.0,5.303,8.0,7.0,2.0
967,10.0,1.0,3.0,2.0,2.0,16.0,41.0,0.0,1.0,70.44,0.43,2.6,16.0,58.0,5.303,173.0,72.0,3.0
968,13.0,2.0,4.0,3.0,2.0,12.0,6.0,39.0,1.0,70.44,0.43,2.6,16.0,58.0,5.303,8.0,1.0,2.0
969,1.0,1.0,4.0,2.0,2.0,16.0,41.0,0.0,1.0,70.44,0.43,2.6,16.0,58.0,5.303,765.0,380.0,-1.0
970,16.0,1.0,3.0,2.0,2.0,17.0,40.0,0.0,2.0,70.44,0.43,2.6,16.0,58.0,5.303,138.0,85.0,8.0
972,6.0,2.0,5.0,3.0,4.0,10.0,45.0,16.0,2.0,59.14,0.72,63.5,8.0,71.0,4.318,765.0,385.0,2.0
974,13.0,1.0,4.0,3.0,3.0,26.0,45.0,0.0,2.0,59.14,0.72,63.5,8.0,71.0,4.318,29.0,29.0,6.0
975,18.0,2.0,4.0,3.0,4.0,12.0,38.0,20.0,2.0,59.14,0.72,63.5,8.0,71.0,4.318,2.0,0.0,3.0
976,16.0,2.0,5.0,4.0,3.0,9.0,17.0,43.0,2.0,59.14,0.72,63.5,8.0,71.0,4.318,173.0,101.0,-1.0
977,21.0,1.0,3.0,4.0,4.0,43.0,27.0,0.0,2.0,59.14,0.72,63.5,8.0,71.0,4.318,2.0,2.0,8.0
978,14.0,2.0,4.0,3.0,3.0,8.0,18.0,38.0,2.0,59.14,0.72,63.5,8.0,71.0,4.318,76.0,54.0,-4.0
979,10.0,2.0,4.0,3.0,4.0,12.0,44.0,7.0,2.0,59.14,0.72,63.5,8.0,71.0,4.318,138.0,53.0,-10.0
980,17.0,2.0,4.0,3.0,4.0,12.0,44.0,7.0,2.0,59.14,0.72,63.5,8.0,71.0,4.318,8.0,7.0,3.0
981,11.0,2.0,4.0,4.0,3.0,21.0,20.0,29.0,2.0,59.14,0.72,63.5,8.0,71.0,4.318,29.0,0.0,0.0
982,3.0,2.0,5.0,3.0,3.0,9.0,17.0,45.0,2.0,59.14,0.72,63.5,8.0,71.0,4.318,76.0,21.0,-3.0
983,19.0,2.0,4.0,3.0,4.0,12.0,38.0,20.0,2.0,59.14,0.72,63.5,8.0,71.0,4.318,8.0,1.0,7.0
984,8.0,1.0,4.0,3.0,3.0,15.0,56.0,0.0,2.0,59.14,0.72,63.5,8.0,71.0,4.318,468.0,204.0,6.0
986,15.0,2.0,4.0,3.0,3.0,9.0,19.0,43.0,2.0,59.14,0.72,63.5,8.0,71.0,4.318,63.0,46.0,7.0
987,7.0,2.0,5.0,3.0,4.0,9.0,42.0,19.0,2.0,59.14,0.72,63.5,8.0,71.0,4.318,138.0,85.0,-2.0
988,20.0,2.0,3.0,4.0,4.0,27.0,23.0,20.0,3.0,59.14,0.72,63.5,8.0,71.0,4.318,1.0,0.0,4.0
989,12.0,2.0,5.0,5.0,3.0,13.0,10.0,47.0,2.0,59.14,0.72,63.5,8.0,71.0,4.318,1.0,1.0,2.0
990,5.0,2.0,3.0,3.0,2.0,9.0,16.0,19.0,1.0,83.02,0.54,102.2,19.0,44.0,7.004,468.0,256.0,3.0
991,1.0,2.0,3.0,2.0,2.0,9.0,17.0,18.0,1.0,83.02,0.54,102.2,19.0,44.0,7.004,765.0,385.0,0.0
992,11.0,2.0,3.0,3.0,2.0,6.0,17.0,21.0,2.0,83.02,0.54,102.2,19.0,44.0,7.004,29.0,29.0,-2.0
993,6.0,2.0,4.0,3.0,2.0,6.0,18.0,20.0,2.0,83.02,0.54,102.2,19.0,44.0,7.004,173.0,101.0,1.0
994,22.0,2.0,2.0,3.0,2.0,9.0,14.0,21.0,1.0,83.02,0.54,102.2,19.0,44.0,7.004,76.0,54.0,15.0
995,10.0,2.0,4.0,3.0,2.0,2.0,20.0,22.0,2.0,83.02,0.54,102.2,19.0,44.0,7.004,138.0,53.0,0.0
996,18.0,2.0,3.0,3.0,2.0,7.0,15.0,22.0,2.0,83.02,0.54,102.2,19.0,44.0,7.004,29.0,0.0,6.0
997,7.0,2.0,4.0,3.0,2.0,6.0,3.0,14.0,2.0,83.02,0.54,102.2,19.0,44.0,7.004,173.0,72.0,3.0
998,17.0,2.0,3.0,2.0,2.0,6.0,18.0,19.0,2.0,83.02,0.54,102.2,19.0,44.0,7.004,1.0,0.0,1.0
999,8.0,2.0,4.0,3.0,2.0,7.0,16.0,21.0,2.0,83.02,0.54,102.2,19.0,44.0,7.004,138.0,85.0,0.0
1000,4.0,2.0,5.0,3.0,3.0,21.0,17.0,32.0,0.0,53.14,0.57,5.2,17.0,70.0,4.43,468.0,256.0,-3.0
1002,2.0,2.0,5.0,3.0,3.0,21.0,30.0,19.0,0.0,53.14,0.57,5.2,17.0,70.0,4.43,765.0,385.0,-3.0
1003,6.0,2.0,5.0,4.0,3.0,11.0,22.0,37.0,1.0,53.14,0.57,5.2,17.0,70.0,4.43,398.0,186.0,0.0
1004,21.0,2.0,5.0,3.0,3.0,14.0,25.0,29.0,0.0,53.14,0.57,5.2,17.0,70.0,4.43,2.0,0.0,6.0
1006,18.0,2.0,5.0,3.0,3.0,9.0,26.0,33.0,0.0,53.14,0.57,5.2,17.0,70.0,4.43,2.0,2.0,0.0
1008,22.0,1.0,3.0,5.0,5.0,39.0,29.0,0.0,0.0,53.14,0.57,5.2,17.0,70.0,4.43,8.0,7.0,6.0
1010,15.0,2.0,5.0,3.0,5.0,17.0,27.0,25.0,0.0,53.14,0.57,5.2,17.0,70.0,4.43,63.0,25.0,3.0
1011,9.0,2.0,5.0,3.0,3.0,21.0,30.0,18.0,0.0,53.14,0.57,5.2,17.0,70.0,4.43,173.0,72.0,1.0
1014,20.0,2.0,5.0,3.0,5.0,13.0,35.0,21.0,0.0,53.14,0.57,5.2,17.0,70.0,4.43,63.0,46.0,11.0
1015,7.0,1.0,5.0,3.0,3.0,23.0,47.0,0.0,0.0,53.14,0.57,5.2,17.0,70.0,4.43,138.0,85.0,4.0
1017,17.0,2.0,5.0,3.0,3.0,11.0,27.0,30.0,1.0,53.14,0.57,5.2,17.0,70.0,4.43,1.0,1.0,0.0
1018,2.0,2.0,4.0,3.0,2.0,6.0,16.0,29.0,0.0,88.0,0.43,26.8,20.0,51.0,6.003,468.0,256.0,-5.0
1021,4.0,1.0,4.0,3.0,3.0,8.0,43.0,0.0,0.0,88.0,0.43,26.8,20.0,51.0,6.003,398.0,186.0,0.0
1022,11.0,2.0,4.0,3.0,2.0,10.0,16.0,24.0,0.0,88.0,0.43,26.8,20.0,51.0,6.003,29.0,29.0,-2.0
1023,20.0,2.0,3.0,4.0,3.0,16.0,9.0,25.0,0.0,88.0,0.43,26.8,20.0,51.0,6.003,2.0,0.0,3.0
1024,7.0,1.0,4.0,3.0,3.0,16.0,35.0,0.0,0.0,88.0,0.43,26.8,20.0,51.0,6.003,173.0,101.0,4.0
1025,15.0,2.0,4.0,3.0,3.0,7.0,17.0,26.0,0.0,88.0,0.43,26.8,20.0,51.0,6.003,2.0,2.0,3.0
1026,5.0,2.0,4.0,3.0,3.0,7.0,21.0,23.0,0.0,88.0,0.43,26.8,20.0,51.0,6.003,138.0,53.0,-5.0
1027,22.0,1.0,4.0,3.0,3.0,6.0,44.0,0.0,0.0,88.0,0.43,26.8,20.0,51.0,6.003,8.0,7.0,8.0
1028,14.0,2.0,4.0,3.0,4.0,8.0,21.0,21.0,0.0,88.0,0.43,26.8,20.0,51.0,6.003,29.0,0.0,-2.0
1029,19.0,2.0,4.0,3.0,3.0,6.0,19.0,26.0,0.0,88.0,0.43,26.8,20.0,51.0,6.003,76.0,21.0,8.0
1030,12.0,1.0,3.0,4.0,4.0,20.0,31.0,0.0,0.0,88.0,0.43,26.8,20.0,51.0,6.003,173.0,72.0,3.0
1031,21.0,2.0,4.0,3.0,4.0,11.0,20.0,19.0,0.0,88.0,0.43,26.8,20.0,51.0,6.003,8.0,1.0,6.0
1032,9.0,2.0,4.0,3.0,2.0,5.0,15.0,31.0,0.0,88.0,0.43,26.8,20.0,51.0,6.003,468.0,204.0,1.0
1033,10.0,1.0,4.0,3.0,3.0,15.0,36.0,0.0,0.0,88.0,0.43,26.8,20.0,51.0,6.003,765.0,380.0,5.0
1034,8.0,1.0,4.0,3.0,3.0,19.0,32.0,0.0,0.0,88.0,0.43,26.8,20.0,51.0,6.003,138.0,85.0,2.0
1035,16.0,1.0,4.0,3.0,3.0,1.0,48.0,0.0,0.0,88.0,0.43,26.8,20.0,51.0,6.003,1.0,0.0,-2.0
1036,3.0,2.0,4.0,3.0,3.0,15.0,18.0,37.0,0.0,83.02,0.54,34.7,13.0,70.0,3.975,468.0,256.0,0.0
1037,5.0,2.0,4.0,3.0,3.0,14.0,27.0,29.0,0.0,83.02,0.54,34.7,13.0,70.0,3.975,398.0,212.0,1.0
1038,1.0,2.0,4.0,3.0,3.0,17.0,25.0,28.0,0.0,83.02,0.54,34.7,13.0,70.0,3.975,765.0,385.0,-1.0
1039,14.0,2.0,3.0,4.0,4.0,29.0,21.0,20.0,0.0,83.02,0.54,34.7,13.0,70.0,3.975,398.0,186.0,8.0
1040,11.0,2.0,4.0,3.0,3.0,14.0,22.0,33.0,0.0,83.02,0.54,34.7,13.0,70.0,3.975,29.0,29.0,-3.0
1041,13.0,2.0,3.0,2.0,3.0,27.0,13.0,29.0,0.0,83.02,0.54,34.7,13.0,70.0,3.975,173.0,101.0,2.0
1042,16.0,2.0,4.0,3.0,3.0,11.0,28.0,30.0,0.0,83.02,0.54,34.7,13.0,70.0,3.975,2.0,2.0,-1.0
1043,7.0,2.0,4.0,3.0,3.0,15.0,29.0,25.0,0.0,83.02,0.54,34.7,13.0,70.0,3.975,76.0,54.0,0.0
1045,19.0,2.0,4.0,4.0,3.0,24.0,12.0,33.0,0.0,83.02,0.54,34.7,13.0,70.0,3.975,8.0,7.0,4.0
1046,15.0,2.0,4.0,3.0,3.0,15.0,22.0,32.0,0.0,83.02,0.54,34.7,13.0,70.0,3.975,29.0,0.0,2.0
1047,12.0,2.0,3.0,4.0,4.0,24.0,22.0,23.0,0.0,83.02,0.54,34.7,13.0,70.0,3.975,63.0,25.0,-4.0
1048,9.0,2.0,4.0,3.0,3.0,14.0,25.0,30.0,0.0,83.02,0.54,34.7,13.0,70.0,3.975,173.0,72.0,-1.0
1049,17.0,2.0,3.0,4.0,3.0,26.0,13.0,30.0,0.0,83.02,0.54,34.7,13.0,70.0,3.975,8.0,1.0,5.0
1050,4.0,2.0,4.0,3.0,3.0,16.0,22.0,32.0,0.0,83.02,0.54,34.7,13.0,70.0,3.975,468.0,204.0,-1.0
1051,2.0,2.0,4.0,3.0,3.0,16.0,25.0,29.0,0.0,83.02,0.54,34.7,13.0,70.0,3.975,765.0,380.0,1.0
1052,6.0,2.0,4.0,3.0,3.0,16.0,26.0,27.0,0.0,83.02,0.54,34.7,13.0,70.0,3.975,63.0,46.0,-2.0
1053,10.0,2.0,4.0,3.0,3.0,16.0,27.0,26.0,0.0,83.02,0.54,34.7,13.0,70.0,3.975,138.0,85.0,1.0
1056,6.0,2.0,4.0,3.0,4.0,16.0,21.0,16.0,0.0,79.92,0.57,12.8,11.0,59.0,5.793,468.0,256.0,1.0
1057,3.0,2.0,4.0,4.0,3.0,16.0,17.0,20.0,0.0,79.92,0.57,12.8,11.0,59.0,5.793,398.0,212.0,0.0
1058,2.0,1.0,3.0,2.0,2.0,24.0,29.0,0.0,0.0,79.92,0.57,12.8,11.0,59.0,5.793,765.0,385.0,1.0
1060,17.0,1.0,3.0,4.0,4.0,28.0,24.0,0.0,0.0,79.92,0.57,12.8,11.0,59.0,5.793,29.0,29.0,6.0
1061,19.0,1.0,3.0,2.0,2.0,23.0,29.0,0.0,0.0,79.92,0.57,12.8,11.0,59.0,5.793,2.0,0.0,3.0
1062,8.0,2.0,4.0,3.0,3.0,15.0,13.0,25.0,0.0,79.92,0.57,12.8,11.0,59.0,5.793,173.0,101.0,0.0
1064,21.0,2.0,4.0,3.0,4.0,14.0,16.0,22.0,0.0,79.92,0.57,12.8,11.0,59.0,5.793,8.0,7.0,4.0
1065,10.0,2.0,4.0,3.0,4.0,16.0,18.0,18.0,0.0,79.92,0.57,12.8,11.0,59.0,5.793,29.0,0.0,-3.0
1066,14.0,2.0,4.0,3.0,4.0,15.0,23.0,14.0,0.0,79.92,0.57,12.8,11.0,59.0,5.793,76.0,21.0,2.0
1067,9.0,2.0,4.0,3.0,3.0,14.0,19.0,20.0,0.0,79.92,0.57,12.8,11.0,59.0,5.793,173.0,72.0,-1.0
1068,22.0,1.0,2.0,3.0,3.0,32.0,19.0,0.0,0.0,79.92,0.57,12.8,11.0,59.0,5.793,1.0,0.0,4.0
1069,7.0,2.0,4.0,3.0,3.0,13.0,22.0,18.0,0.0,79.92,0.57,12.8,11.0,59.0,5.793,468.0,204.0,0.0
1070,1.0,1.0,3.0,2.0,2.0,25.0,28.0,0.0,0.0,79.92,0.57,12.8,11.0,59.0,5.793,765.0,380.0,-1.0
1071,15.0,2.0,3.0,4.0,4.0,23.0,16.0,13.0,0.0,79.92,0.57,12.8,11.0,59.0,5.793,63.0,46.0,0.0
1072,5.0,2.0,4.0,3.0,3.0,13.0,17.0,23.0,0.0,79.92,0.57,12.8,11.0,59.0,5.793,138.0,85.0,-1.0
1073,4.0,2.0,3.0,1.0,1.0,10.0,22.0,21.0,0.0,71.1,0.58,40.4,18.0,53.0,5.807,468.0,256.0,-2.0
1074,6.0,2.0,3.0,1.0,3.0,12.0,22.0,19.0,0.0,71.1,0.58,40.4,18.0,53.0,5.807,398.0,212.0,2.0
1076,8.0,2.0,3.0,1.0,1.0,12.0,14.0,27.0,0.0,71.1,0.58,40.4,18.0,53.0,5.807,398.0,186.0,3.0
1077,7.0,2.0,3.0,1.0,1.0,10.0,20.0,23.0,0.0,71.1,0.58,40.4,18.0,53.0,5.807,29.0,29.0,-4.0
1078,18.0,1.0,2.0,1.0,1.0,26.0,26.0,0.0,0.0,71.1,0.58,40.4,18.0,53.0,5.807,2.0,0.0,3.0
1079,5.0,2.0,3.0,1.0,2.0,12.0,17.0,24.0,0.0,71.1,0.58,40.4,18.0,53.0,5.807,173.0,101.0,-2.0
1082,12.0,1.0,2.0,1.0,1.0,24.0,29.0,0.0,0.0,71.1,0.58,40.4,18.0,53.0,5.807,138.0,53.0,3.0
1083,17.0,1.0,1.0,2.0,2.0,25.0,27.0,0.0,0.0,71.1,0.58,40.4,18.0,53.0,5.807,8.0,7.0,3.0
1084,10.0,2.0,3.0,1.0,1.0,11.0,17.0,24.0,0.0,71.1,0.58,40.4,18.0,53.0,5.807,29.0,0.0,-10.0
1085,22.0,2.0,1.0,3.0,3.0,19.0,17.0,16.0,0.0,71.1,0.58,40.4,18.0,53.0,5.807,76.0,21.0,4.0
1088,16.0,1.0,2.0,1.0,1.0,25.0,27.0,0.0,0.0,71.1,0.58,40.4,18.0,53.0,5.807,8.0,1.0,4.0
1089,20.0,2.0,3.0,1.0,1.0,12.0,19.0,21.0,0.0,71.1,0.58,40.4,18.0,53.0,5.807,1.0,0.0,-1.0
1090,3.0,2.0,3.0,1.0,1.0,10.0,18.0,25.0,0.0,71.1,0.58,40.4,18.0,53.0,5.807,468.0,204.0,1.0
1091,2.0,2.0,3.0,1.0,1.0,13.0,20.0,20.0,0.0,71.1,0.58,40.4,18.0,53.0,5.807,765.0,380.0,-1.0
1092,14.0,2.0,3.0,1.0,3.0,13.0,24.0,15.0,0.0,71.1,0.58,40.4,18.0,53.0,5.807,63.0,46.0,-3.0
1095,4.0,2.0,4.0,2.0,3.0,1.0,49.0,21.0,1.0,68.28,0.44,2.8,17.0,71.0,4.304,468.0,256.0,1.0
1096,7.0,1.0,3.0,2.0,2.0,32.0,39.0,0.0,0.0,68.28,0.44,2.8,17.0,71.0,4.304,398.0,212.0,2.0
1097,2.0,1.0,3.0,2.0,2.0,20.0,51.0,0.0,0.0,68.28,0.44,2.8,17.0,71.0,4.304,765.0,385.0,0.0
1099,22.0,2.0,3.0,2.0,3.0,11.0,39.0,20.0,0.0,68.28,0.44,2.8,17.0,71.0,4.304,29.0,29.0,2.0
1100,15.0,1.0,3.0,2.0,2.0,1.0,69.0,0.0,1.0,68.28,0.44,2.8,17.0,71.0,4.304,2.0,0.0,4.0
1101,12.0,1.0,3.0,2.0,2.0,20.0,51.0,0.0,0.0,68.28,0.44,2.8,17.0,71.0,4.304,173.0,101.0,2.0
1102,19.0,1.0,2.0,4.0,4.0,49.0,21.0,0.0,0.0,68.28,0.44,2.8,17.0,71.0,4.304,2.0,2.0,4.0
1103,11.0,2.0,3.0,2.0,3.0,16.0,29.0,25.0,0.0,68.28,0.44,2.8,17.0,71.0,4.304,76.0,54.0,-2.0
1105,14.0,2.0,3.0,2.0,4.0,12.0,39.0,19.0,0.0,68.28,0.44,2.8,17.0,71.0,4.304,8.0,7.0,-3.0
1106,17.0,2.0,3.0,2.0,3.0,12.0,36.0,22.0,0.0,68.28,0.44,2.8,17.0,71.0,4.304,29.0,0.0,-2.0
1109,5.0,1.0,4.0,2.0,2.0,14.0,57.0,0.0,0.0,68.28,0.44,2.8,17.0,71.0,4.304,173.0,72.0,-2.0
1110,21.0,1.0,4.0,2.0,2.0,1.0,69.0,0.0,1.0,68.28,0.44,2.8,17.0,71.0,4.304,8.0,1.0,7.0
1111,20.0,1.0,3.0,2.0,2.0,15.0,54.0,0.0,0.0,68.28,0.44,2.8,17.0,71.0,4.304,1.0,0.0,-1.0
1112,3.0,1.0,4.0,2.0,2.0,12.0,59.0,0.0,0.0,68.28,0.44,2.8,17.0,71.0,4.304,468.0,204.0,-1.0
1114,10.0,1.0,3.0,2.0,2.0,15.0,54.0,0.0,0.0,68.28,0.44,2.8,17.0,71.0,4.304,63.0,46.0,-6.0
1115,8.0,1.0,4.0,2.0,2.0,19.0,52.0,0.0,0.0,68.28,0.44,2.8,17.0,71.0,4.304,138.0,85.0,0.0
1116,5.0,2.0,4.0,2.0,3.0,1.0,28.0,23.0,1.0,63.02,0.58,1.9,18.0,53.0,5.848,468.0,256.0,-6.0
1117,1.0,1.0,4.0,3.0,3.0,21.0,32.0,0.0,0.0,63.02,0.58,1.9,18.0,53.0,5.848,765.0,385.0,0.0
1119,15.0,1.0,4.0,3.0,3.0,20.0,33.0,0.0,0.0,63.02,0.58,1.9,18.0,53.0,5.848,29.0,29.0,7.0
